"Waste treatment: Germany, years, type of plant,
 types of waste",,,
Survey of waste treatment,,,
Germany,,,
"Year
 Type of plant
 Types of waste",,Waste treatment plants,Input to waste treatment plants
,,number,1000 t
2021,,,
Landfills,,,
EAV-01,"Wastes resulting from expl., mining of minerals",65,1021.3
EAV-010101-U,Wastes from mineral metalliferous excavation,-,-
EAV-010102-U,Wastes from mineral non-metalliferous excavation,3,30.4
EAV-010306-U,"Tailings (except 010304, 010305)",4,3.1
EAV-010408-U,Waste gravel and crushed rocks (except 010407),10,21.6
EAV-010409-U,Waste sand and clays,3,0.2
EAV-010410-U,Dusty and powdery wastes (except 010407),14,7.8
EAV-010411-U,"Wastes from potash, rock salt proc.(except 010407)",5,3.2
EAV-010413-U,Wastes from stone cutting and sawing (ex. 010407),20,33.5
EAV-010504-U,Freshwater drilling muds and wastes,14,3.6
EAV-02,"Wastes from agriculture,horticulture,forestry etc.",4,0.6
EAV-03,Wastes from wood processing etc.,5,8.4
EAV-05,"Wastes from petrol. refining, natural gas purific.",3,0.5
EAV-050116-U,Petroleum refining: Sulphur-containing wastes,3,0.2
EAV-06,Wastes from inorganic chemical processes,49,201
EAV-060313-G,Solid salts and solutions containing heavy metals,5,1.1
EAV-060314-U,"Solid salts and solutions (except 060311, 060313)",10,28.8
EAV-060315-G,Metallicoxides containing heavy metals,6,0.3
EAV-060316-U,Metallicoxides (except 060315),17,24.5
EAV-060399-U,"Salts a. solutions, metallic oxides: Wastes n.o.s.",-,-
EAV-060403-G,Wastes containing arsenic,4,0.7
EAV-060404-G,Wastes containing mercury,5,1.9
EAV-060405-G,Wastes containing other heavy metals,6,21.6
EAV-060499-U,Wastes not otherwise specified,-,-
EAV-060502-G,Sludges from on-site effluent treatment,11,31.7
EAV-060503-U,Sludges from on-site effluent treatment(ex.060502),17,65.4
EAV-060899-U,Silicon and silicon derivatives: Wastes n.o.s.,11,5.2
EAV-061101-U,Calcium-based reaction wastes fr. titanium dioxide,3,9.3
EAV-061199-U,Inorganic pigments and opacificiers: Wastes n.o.s.,4,0.8
EAV-061303-U,Carbon black,5,0.9
EAV-061399-U,Inorganic chemical processes: Wastes n.o.s.,3,0.3
EAV-07,Wastes from organic chemical processes,10,3.8
EAV-070215-U,Wastes from additives (except 070214),3,0.4
EAV-08,"Wastes from the MFSU of coatings, adhesives etc.",11,1.1
EAV-080202-U,Aqueous sludges containing ceramic materials,5,0.5
EAV-10,Wastes from thermal processes,229,8138.8
EAV-100101-U,"Bottom ash, slag and boiler dust (ex. 100104)",104,3144.8
EAV-100102-U,Coal fly ash,10,44.7
EAV-100103-U,Fly ash from peat and untreated wood,10,4.8
EAV-100105-U,"Calcium-b.react.wastes fr.flue-gas desulph.,solid",16,263
EAV-100107-U,"Calcium-b.react.wastes fr.flue-gas desulph.,sludge",5,4.6
EAV-100114-G,"Bottom ash,slag,boiler dust from co-incineration",12,24.7
EAV-100115-U,"Bottom ash,slag,boiler dust fr. co-inc.(ex.100114)",20,507.9
EAV-100116-G,Fly ash from co-incineration,3,1.2
EAV-100117-U,Fly ash from co-incineration (except 100116),6,1715.8
EAV-100118-G,Wastes from gas cleaning cont. hazardous subst.,9,5.4
EAV-100119-U,"Wastes from gas cleaning (ex.100105,100107,100118)",4,1.8
EAV-100120-G,Power stations: Sludges from on-site effl. treatm.,3,0.4
EAV-100201-U,"Iron,steel: Wastes from the processing of slag",9,320.1
EAV-100202-U,"Iron,steel: Unprocessed slag",26,595.3
EAV-100207-G,"Iron,steel: Solid wastes from gas treatment",16,17.8
EAV-100208-U,Solid wastes from gas treatment (except 100207),13,46.2
EAV-100210-U,"Iron,steel: Mill scales",8,12.3
EAV-100213-G,"Iron,steel: Sludges, filter cakes from gas treatm.",6,83.3
EAV-100214-U,"Sludges, filter cakes from gas treatm. (ex.100213)",3,137.8
EAV-100215-U,"Iron,steel: Other sludges and filter cakes",8,5.2
EAV-100319-G,Aluminium: Flue-gas dust cont. hazardous subst.,4,2.3
EAV-100323-G,Aluminium: Solid wastes from gas treatment,7,6.4
EAV-100401-G,Lead: Slags from primary and secondary production,10,133.1
EAV-100501-U,Zinc: Slags from primary and secondary production,5,107.7
EAV-100601-U,Copper: Slags from primary a. secondary production,5,39
EAV-100804-U,Non-ferrous: Particulates and dust,4,0.3
EAV-100815-G,Non-ferrous: Flue-gas dust cont. hazardous subst.,3,0.2
EAV-100816-U,Flue-gas dust (except 100815),5,0.7
EAV-100903-U,Ferrous: Furnace slag,39,50
EAV-100906-U,"Casting cores,moulds,not underg.pour. (ex.100905)",26,92.7
EAV-100907-G,"Ferrous: Casting cores, moulds, undergone pouring",5,2.5
EAV-100908-U,"Casting cores,moulds,undergone pouring (ex.100907)",68,483.5
EAV-100909-G,Ferrous: Flue-gas dust cont. hazardous substances,8,2.2
EAV-100910-U,Flue-gas dust (except 100909),25,23.4
EAV-101006-U,"Casting cores,moulds,not underg.pour. (ex.101005)",7,0.6
EAV-101008-U,"Casting cores,moulds,undergone pouring (ex.101007)",38,68.3
EAV-101010-U,Flue-gas dust (except 101009),4,0.1
EAV-101103-U,Waste glass-based fibrous materials,29,10.5
EAV-101105-U,Manufacture of glass: Particulates and dust,5,1
EAV-101109-G,Waste preparation mixture before thermal process.,4,0.5
EAV-101110-U,Waste prep.mixture bef.thermal process.(ex.101109),5,1.4
EAV-101111-G,Waste glass in small particles cont. heavy metals,6,1.5
EAV-101112-U,Waste glass (except 101111),29,8.8
EAV-101113-G,"Glass-polishing, -grinding sludge",4,0.2
EAV-101114-U,"Glass-polishing, -grinding sludge (except 101113)",17,1.7
EAV-101115-G,Manuf. of glass: Solid wastes from flue-gas treat.,6,2
EAV-101119-G,Manuf. of glass: Sol.wastes fr.on-site effl.treat.,3,0.1
EAV-101120-U,Solid wastes from on-site effl. treatm.(ex.101119),4,0.3
