Years,EAV Code,Waste Description English,,Waste Types - EAV 2- and 6-Digit Codes,,Count,,,,,,,,,,,,,,,,,,
2006,EAV-01,Waste Descriptions,,26,140,,6,139,,5,,,,,,,,,,,,,,
2006,EAV-010304-G,Waste from the extraction of mineral resources,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-010305-G,Other processing residues with hazardous substances.,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-010307-G,Other preparation residues with dangerous substances,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-010407-G,Waste from the further processing of non-metallic minerals.,,3,0,,4,0,,4,,,,,,,,,,,,,,
2006,EAV-010505-G,Waste from the further processing of non-metallic minerals.,,20,139,,9,138,,9,,,,,,,,,,,,,,
2006,EAV-010506-G,Oil -containing drilling sludges and waste,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-02,"Drilling sludge, including drilling waste with dangerous. Fabrics",,,,,Forestry among others,77,2,1,1,7,,,,,,,,,,,,
2006,EAV-020108-G,Waste from agriculture,,77,2,,1,1,,7,,,,,,,,,,,,,,
2006,EAV-03,Waste of chemicals for agriculture,,31,0,,6,0,,6,,,,,,,,,,,,,,
2006,EAV-030104-G,"Waste from woodworking, among others,",,,,,Chips,,,Abschnitte,,Holz,Spanplatten,7,0,4,0,4,,,,,,
2006,EAV-030201-G,sawdust,,5,0,,1,0,,0,,,,,,,,,,,,,,
2006,EAV-030202-G,Halogen -free organic wood preservatives,,9,0,,1,0,,1,,,,,,,,,,,,,,
2006,EAV-030203-G,Chlororganic wood preservative,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-030204-G,Metal organic wood preservatives,,4,0,,0,0,,0,,,,,,,,,,,,,,
2006,EAV-030205-G,Inorganic wood preservatives,,6,0,,1,0,,1,,,,,,,,,,,,,,
2006,EAV-04,Other wood preservatives with dangerous fabrics,,,,,Fur and textile industry,18,0,3,0,3,,,,,,,,,,,,
2006,EAV-040103-G,Waste from the leather,,,,,lösemittelh.,,,oh.flüssige Phase,-,,,,,,,,,,,,,
2006,EAV-040214-G,Design waste,,6,0,,2,0,,2,,,,,,,,,,,,,,
2006,EAV-040216-G,Waste from the finish with organ. solvent,,4,0,,0,0,,0,,,,,,,,,,,,,,
2006,EAV-040219-G,Dyes and pigments with dangerous fabrics,,7,0,,1,0,,1,,,,,,,,,,,,,,
2006,EAV-05,Textile industry: sludge (companyig.abasserbeh.),,,,,Natural gas cleaning,193,158,8,157,2,,,,,,,,,,,,
2006,EAV-050102-G,Waste from oil refinement,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050103-G,Oil refinement: desalination sludge,,61,16,,7,15,,8,,,,,,,,,,,,,,
2006,EAV-050104-G,Oil refinement: floor sludge from tanks,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050105-G,Oil refinement: acid alkyl slurry,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050106-G,Oil refinement: spilled oil,,62,12,,1,11,,7,,,,,,,,,,,,,,
2006,EAV-050107-G,Oil refinement: oil holding.,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050108-G,Oil refinement: acidaries,,7,0,,3,0,,3,,,,,,,,,,,,,,
2006,EAV-050109-G,Oil refinement: other tars,,8,14,,3,14,,3,,,,,,,,,,,,,,
2006,EAV-050111-G,Kölraffin.: Sludge (operating egg. Abwasserbeh.),,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050112-G,Kölraffin.: Abf. From fuel. base,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050115-G,Oil refinement: acidic oils,,17,2,,1,2,,0,,,,,,,,,,,,,,
2006,EAV-050601-G,Oil refinement: used filtertone,,-,-,-,,,,,,,,,,,,,,,,,,
2006,EAV-050603-G,Coalpyrolysis: acidic ones,,78,112,,7,112,,6,,,,,,,,,,,,,,
2006,EAV-050701-G,Coalpyrolysis: other tars,,,,,#NAME?,3,0,1,0,1,,,,,,,,,,,,
2006,EAV-06,Natural gas cleaning,,1137,276,,5,261,,0,,,,,,,,,,,,,,
2006,EAV-060101-G,Waste from inorganic-chemical processes,,183,117,,3,116,,9,,,,,,,,,,,,,,
