Statistics_Code,Statistics_Label,time_code,time_label,Time,1_feature_code,1_feature_label,1_expression_code,1_expression_label,2_feature_code,2_Feature_Label,2_expression_code,2_expression_label,3_feature_code,3_feature_label,3_expression_code,3_expression_label,Collected_transport_and_outer_packaging
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-11,Packaging for non-polluting goods made from glass,159.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-12,"Packaging for harmful substances and filling goods a. paper, cardboard",1234.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-13,Packaging for non-hazardous metal fillings,23.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FILL-14,Packaging for harmful substances filled with plastics,135.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-15,Packaging for non-polluting goods made from wood,208.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FILL-16,Packaging for non-toxic filling goods from composites,39.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-99,Packaging for harmful substances and filling goods a. otherwise. Mater.,418.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,VPK-FUELL-2,Packaging for filling goods containing pollutants,5.8
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),VPKAT1,types of packaging,in,In total,2224.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FUELL-11,Packaging for non-harmful filling goods made of glass,54.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),VPKAT1,types of packaging,VPK-FILL-12,"Pack.f.n.harmful.Filling goods a. paper, cardboard",1712.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FILL-13,Packaging for non-hazardous metal fillings,24.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FILL-14,Packaging for harmful substances filled with plastics,195.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),VPKAT1,types of packaging,VPK-FUELL-15,Packaging for non-polluting goods made from wood,318.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FILL-16,Packaging for non-toxic filling goods from composites,18.4
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FILL-99,Packaging for harmful substances and filling goods a. otherwise. Mater.,190.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,VPK-FUELL-2,Packaging for filling goods containing pollutants,7.4
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),VPKAT1,types of packaging,in,In total,2521.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FUELL-11,Packaging for non-harmful filling goods made of glass,214.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FILL-12,"Packaging for harmful substances and filling goods a. paper, cardboard",2946.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FUELL-13,Packaging for hazardous materials filled with metals,48.8
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FILL-14,Packaging for harmful substances filled with plastics,329.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FUELL-15,Packaging for non-polluting goods made from wood,526.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FILL-16,Packaging for non-toxic filling goods from composites,58.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FILL-99,Pack.f.n.harmful.Filling goods a. otherwise. Mater.,608.8
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,VPK-FUELL-2,Packaging for filling goods containing pollutants,13.2
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DINSG,Germany as a whole,DG,Deutschland,VPKVB1,whereabouts of the packaging,,In total,VPKAT1,types of packaging,in,In total,4745.0
