Statistics_Code,Statistics_Label,time_code,time_label,Time,1_feature_code,1_feature_label,1_expression_code,1_expression_label,2_feature_code,2_Feature_Label,2_expression_code,2_expression_label,Collected_transport_and_outer_packaging
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,8,Baden-Wuerttemberg,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),180.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,8,Baden-Wuerttemberg,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),317.2
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,8,Baden-Wuerttemberg,VPKVB1,whereabouts of the packaging,,In total,497.4
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,9,Bayern,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),265.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,9,Bayern,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),380.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,9,Bayern,VPKVB1,whereabouts of the packaging,,In total,645.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,11,Berlin,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),44.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,11,Berlin,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),87.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,11,Berlin,VPKVB1,whereabouts of the packaging,,In total,131.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,12,Brandenburg,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),33.2
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,12,Brandenburg,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),85.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,12,Brandenburg,VPKVB1,whereabouts of the packaging,,In total,118.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,4,Bremen,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),29.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,4,Bremen,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),28.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,4,Bremen,VPKVB1,whereabouts of the packaging,,In total,57.2
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,2,Hamburg,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),48.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,2,Hamburg,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),24.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,2,Hamburg,VPKVB1,whereabouts of the packaging,,In total,72.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,6,Hesse,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),119.2
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,6,Hesse,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),223.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,6,Hesse,VPKVB1,whereabouts of the packaging,,In total,342.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,13,Mecklenburg-Vorpommern,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),22.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,13,Mecklenburg-Vorpommern,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),36.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,13,Mecklenburg-Vorpommern,VPKVB1,whereabouts of the packaging,,In total,58.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,3,Lower Saxony,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),151.4
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,3,Lower Saxony,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),270.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,3,Lower Saxony,VPKVB1,whereabouts of the packaging,,In total,421.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,5,North Rhine-Westphalia,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),1018.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,5,North Rhine-Westphalia,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),543.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,5,North Rhine-Westphalia,VPKVB1,whereabouts of the packaging,,In total,1562.3
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,7,Rhineland-Palatinate,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),73.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,7,Rhineland-Palatinate,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),184.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,7,Rhineland-Palatinate,VPKVB1,whereabouts of the packaging,,In total,258.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,10,Saarland,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),43.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,10,Saarland,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),22.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,10,Saarland,VPKVB1,whereabouts of the packaging,,In total,66.0
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,14,Saxony,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),79.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,14,Saxony,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),120.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,14,Saxony,VPKVB1,whereabouts of the packaging,,In total,199.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,15,Saxony-Anhalt,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),45.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,15,Saxony-Anhalt,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including waste material trade),49.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,15,Saxony-Anhalt,VPKVB1,whereabouts of the packaging,,In total,95.4
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,1,Schleswig-Holstein,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),21.6
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,1,Schleswig-Holstein,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),56.9
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,1,Schleswig-Holstein,VPKVB1,whereabouts of the packaging,,In total,78.5
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,16,Thuringia,VPKVB1,whereabouts of the packaging,ANL-SORT-02,Sorting systems (in-house and external),48.1
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,16,Thuringia,VPKVB1,whereabouts of the packaging,BTR-VERWERT-02,Recycling companies (including scrap material trading),90.7
32131,Eth. i.e. collection from. Transport and outer packaging,JAHR,Jahr,2020,DLAND,Federal states,16,Thuringia,VPKVB1,whereabouts of the packaging,,In total,138.8
